Organisation,Environment,Application,Status,vCore Usage,Last Updated,Mule Message in last 30 days
Finance,eu-dev,bel-eu-gbl-bulk-process-aplan-sys-v1-dev,UNDEPLOYED,0.1,2023-01-25 01:37:45.473000,0
C4E,na-test,bel-na-gbl-event-publisher-exp-v1-tst,STARTED,0.1,2023-01-26 18:55:26.609000,12833
Customer,na-test,bel-na-sfl-sfscheduling-exp-v1-tst,STARTED,0.1,2023-01-25 10:28:06.069000,0
C4E,na-test,bel-na-c4e-pipeline-test301-exp-v1-tst,UNDEPLOYED,0.1,2023-01-26 19:30:54.788000,0
Customer,na-test,bel-na-gbl-documents-exp-v1-tst,STARTED,0.1,2023-01-27 08:21:26.993000,10
C4E,na-test,bel-na-c4e-imdm-product-exp-v1-tst,STARTED,0.1,2023-01-26 19:47:00.077000,0
Customer,na-test,bel-na-gbl-entegral-exp-v1-tst,STARTED,0.1,2023-02-08 06:10:07.330000,274
Finance,eu-test,bel-eu-gbl-gl-ledger-exp-v1-tst,UNDEPLOYED,0.1,2023-02-08 10:38:04.761000,0
C4E,na-test,bel-na-c4e-hello-world-1234-exp-v1-tst,UNDEPLOYED,0.1,2023-01-26 20:03:55.968000,0
Customer,na-test,bel-na-gbl-entegral-sys-v1-tst,STARTED,0.1,2023-02-07 10:50:02.239000,232
Finance,eu-test,bel-eu-gbl-gl-ledger-prc-v1-tst,UNDEPLOYED,0.1,2023-02-08 10:38:19.211000,0
C4E,na-test,bel-na-c4e-imdm-location-sys-v1-tst,STARTED,0.1,2023-02-08 14:10:52.246000,126
Supply Chain,eu-uat,bel-eu-gbl-common-exp-v1-uat,UNDEPLOYED,0.1,2023-01-23 10:52:26.183000,0
Customer,na-test,bel-na-gbl-entegral-prc-v1-tst,STARTED,0.1,2023-02-16 19:07:31.292000,831
Finance,eu-test,bel-eu-gbl-bulk-import-ofcf-sys-v1-tst,UNDEPLOYED,0.1,2023-02-08 10:36:32.314000,0
Safelite US,na-dev,bel-na-sfl-oms-sys-v1-dev,UNDEPLOYED,0.2,2023-01-26 07:37:02.421000,0
Supply Chain,eu-uat,bel-eu-gbl-kadv-asn-sys-v1-uat,STARTED,0.1,2023-01-23 11:05:16.171000,198
Customer,na-test,bel-na-sfl-techvan-prc-v1-tst,STARTED,0.1,2023-02-16 14:33:07.588000,3
Finance,eu-test,bel-eu-gbl-concr-sys-v1-tst,UNDEPLOYED,0.1,2023-01-24 21:52:44.914000,0
Supply Chain,eu-uat,bel-eu-gbl-kadv-order-in-sys-v1-uat,STARTED,0.1,2023-01-23 11:22:45.916000,258
Customer,na-test,bel-na-gbl-sfdc-appointment-sys-v03-tst,UNDEPLOYED,0.1,2023-01-25 14:20:22.635000,0
Finance,eu-test,bel-eu-gbl-fx-rate-refnv-sys-v1-tst,UNDEPLOYED,0.1,2023-02-08 10:37:42.241000,0
Safelite US,na-dev,bel-na-sfl-oms-prc-v1-dev,UNDEPLOYED,0.2,2023-01-26 07:42:29.912000,0
Customer,na-test,bel-na-gbl-sfdc-workers-sys-v03-tst,UNDEPLOYED,0.1,2023-01-25 14:34:45.442000,0
Finance,eu-test,bel-eu-gbl-fx-rate-prc-v1-tst,UNDEPLOYED,0.1,2023-02-08 10:36:11.476000,0
Supply Chain,eu-uat,bel-eu-gbl-kadv-order-out-sys-v1-uat,STARTED,0.1,2023-01-27 09:19:33.404000,0
Safelite US,na-dev,bel-na-sfl-shipment-prc-v1-dev,STARTED,0.1,2023-02-09 17:38:50.548000,21
Customer,na-test,bel-na-gbl-sfdc-motorist-sys-v03-tst,UNDEPLOYED,0.1,2023-01-25 15:02:54.231000,0
Finance,eu-test,bel-eu-gbl-bip-report-ofcf-sys-v1-tst,UNDEPLOYED,0.1,2023-02-08 10:36:22.251000,0
Supply Chain,eu-uat,bel-eu-gbl-kadv-product-sys-v1-uat,STARTED,0.1,2023-02-01 10:22:55.077000,107964
Safelite US,na-dev,bel-na-sfl-transferorders-prc-v1-dev,STARTED,0.1,2023-02-16 12:45:55.568000,725
Customer,na-test,bel-na-sfl-workordermgmt-sys-v1-tst,STARTED,0.1,2023-01-25 15:25:41.375000,0
Finance,eu-test,bel-eu-gbl-ic-invoice-coprc-sys-v1-tst,UNDEPLOYED,0.1,2023-02-08 10:38:37.325000,0
Safelite US,na-dev,bel-na-sfl-us-inventory-prc-v1-dev,STARTED,0.2,2023-02-09 17:49:37.356000,4421
Supply Chain,eu-uat,bel-eu-it-bcen-sys-v1-uat,STARTED,0.1,2023-01-23 11:54:07.279000,694
C4E,na-dev,bel-na-gbl-helloworld-exp-v1-dev,UNDEPLOYED,0.1,2023-01-26 07:03:07.462000,0
Customer,na-test,bel-na-gbl-subscriber-products-prc-v03-tst,UNDEPLOYED,0.1,2023-01-25 15:26:07.885000,0
Finance,eu-test,bel-eu-gbl-ic-invoice-prc-v1-tst,UNDEPLOYED,0.1,2023-02-08 10:38:50.717000,0
Supply Chain,eu-uat,bel-eu-it-bcen-exp-v1-uat,STARTED,0.1,2023-02-01 10:23:05.393000,108512
Safelite US,na-dev,bel-na-sfl-esl-sys-v1-dev,UNDEPLOYED,0.1,2023-01-26 08:32:42.394000,0
C4E,na-dev,bel-na-gbl-helloworld-sys-v1-dev,UNDEPLOYED,0.1,2023-01-26 07:12:56.548000,0
Customer,na-test,bel-na-gbl-subscriber-location-prc-v03-tst,UNDEPLOYED,0.1,2023-01-25 15:41:45.081000,0
Finance,eu-test,bel-eu-gbl-ledger-balance-prc-v1-tst,UNDEPLOYED,0.1,2023-01-24 23:23:36.281000,0
Supply Chain,eu-uat,bel-eu-gbl-kadv-inventory-prc-v1-uat,STARTED,0.1,2023-01-23 12:09:19.477000,180
Safelite US,na-dev,safelite-connectivity-chdevapi,UNDEPLOYED,0.1,2023-01-26 08:40:19.536000,0
C4E,na-dev,bel-na-gbl-helloworld-prc-v1-dev,UNDEPLOYED,0.1,2023-01-26 07:23:53.276000,0
Customer,na-test,bel-na-gbl-sfdc-eventbus-sys-v03-tst,UNDEPLOYED,0.1,2023-01-25 15:46:41.366000,0
Finance,eu-test,bel-eu-gbl-gl-code-prc-v1-tst,UNDEPLOYED,0.1,2023-01-24 23:38:44.691000,0
Supply Chain,eu-uat,bel-eu-gbl-kadv-receipt-prc-v1-uat,STARTED,0.1,2023-01-23 12:21:52.212000,73
Safelite US,na-dev,bel-na-sfl-salesorder-prc-v1-dev,UNDEPLOYED,0.1,2023-01-26 08:56:27.986000,0
C4E,na-dev,bel-na-gbl-custom-metrics-acc-exp-v1-dev,STARTED,0.1,2023-01-26 09:22:53.295000,0
Customer,na-test,bel-na-gbl-sfdc-job-work-order-sys-v04-tst,UNDEPLOYED,0.1,2023-02-07 05:24:28.834000,200
Finance,eu-test,bel-eu-gbl-expense-invoice-prc-v1-tst,UNDEPLOYED,0.1,2023-02-08 10:37:05.900000,0
Supply Chain,eu-uat,bel-eu-gbl-kadv-shipment-prc-v1-uat,STARTED,0.1,2023-01-23 12:32:55.280000,0
Safelite US,na-dev,bel-na-sfl-highjump-sys-v1-dev,STARTED,0.2,2023-02-16 12:11:07.718000,8
C4E,na-dev,bel-na-c4e-logging-test-exp-v1-dev,UNDEPLOYED,0.1,2023-01-26 09:42:28.855000,0
Customer,na-test,bel-na-gbl-sfdc-eventbus-sys-v2-tst,STARTED,0.1,2023-02-04 13:07:13.858000,396
Finance,eu-test,bel-eu-gbl-ofcf-reference-data-sys-v1-tst,UNDEPLOYED,0.1,2023-02-08 10:39:02.963000,0
Supply Chain,eu-uat,bel-eu-gbl-kadv-stockadj-prc-v1-uat,STARTED,0.1,2023-01-23 12:40:25.259000,94
Safelite US,na-dev,bel-na-sfl-analytics-prc-v1-dev,UNDEPLOYED,0.1,2023-01-26 09:29:38.362000,0
C4E,na-dev,bel-na-c4e-custom-metric-exp-v1-dev,UNDEPLOYED,0.1,2023-01-26 10:09:30.369000,0
Customer,na-test,bel-na-gbl-sfdc-workers-sys-v2-tst,STARTED,0.1,2023-02-05 12:51:13.970000,91
Finance,eu-test,bel-eu-gbl-bulk-process-aplan-sys-v1-tst,UNDEPLOYED,0.1,2023-01-25 02:48:18.366000,0
Safelite US,na-dev,bel-na-sfl-datawarehouse-sys-v1-dev,UNDEPLOYED,0.1,2023-01-26 09:32:59.421000,0
C4E,na-dev,bel-na-c4e-custom-details-exp-v1-dev,UNDEPLOYED,0.1,2023-01-26 10:17:59.801000,0
Customer,na-test,bel-na-gbl-sfdc-job-appointment-sys-v2-tst,STARTED,0.1,2023-01-25 17:52:48.729000,34
Safelite US,na-dev,bel-na-sfl-employee-prc-v1-dev,STARTED,0.2,2023-01-31 09:17:05.906000,245
C4E,na-dev,bel-na-c4e-custom-details-sys-v1-dev,UNDEPLOYED,0.1,2023-01-26 10:33:19.295000,0
Customer,na-test,bel-na-gbl-sfdc-motorist-sys-v2-tst,STARTED,0.1,2023-02-04 10:50:20.980000,58
Safelite US,na-dev,bel-na-sfl-location-prc-v1-dev,UNDEPLOYED,0.1,2023-01-26 09:58:57.521000,0
C4E,na-dev,bel-na-c4e-customdetails-sys-v1-dev,UNDEPLOYED,0.1,2023-01-26 10:46:57.174000,0
Customer,na-test,bel-na-gbl-sfdc-location-sys-v2-tst,STARTED,0.1,2023-01-25 18:53:23.935000,1356
Safelite US,na-dev,bel-na-sfl-workday-sys-v1-dev,STARTED,0.2,2023-01-31 17:39:07.279000,579
C4E,na-dev,bel-na-c4e-mdm-motorist-sys-v1-dev,STARTED,0.1,2023-01-26 11:16:39.383000,0
Finance,na-test,bel-na-gbl-ofcf-reference-data-sys-v1-tst,STARTED,0.1,2023-02-02 08:03:19.653000,15273
Customer,na-test,bel-na-gbl-subscriber-products-prc-v2-tst,STARTED,0.1,2023-02-04 12:03:27.181000,61
Safelite US,na-dev,bel-na-sfl-s3-sys-v1-dev,STARTED,0.2,2023-01-26 10:20:26.643000,0
C4E,na-dev,bel-na-c4e-validate-licenses-exp-v1-dev,STARTED,0.1,2023-01-26 11:26:59.848000,4307
Finance,na-test,bel-na-gbl-bulk-import-ofcf-sys-v2-tst,STARTED,0.1,2023-02-15 14:33:05.891000,756
Customer,na-test,bel-na-gbl-subscriber-locations-prc-v2-tst,STARTED,0.1,2023-02-16 15:01:48.254000,344
Safelite US,na-dev,bel-na-sfl-servicechannel-sys-v1-dev,STARTED,0.1,2023-02-07 07:07:37.811000,263
C4E,na-dev,bel-na-c4e-amazon-exp-v1-dev,UNDEPLOYED,0.1,2023-01-26 11:33:56.876000,0
Finance,na-test,bel-na-gbl-coa-extract-prc-v1-tst,STARTED,0.1,2023-02-06 11:33:14.137000,21
Customer,na-test,bel-na-sfl-esl-payments-sys-v1-tst,UNDEPLOYED,0.1,2023-01-16 15:21:00.094000,0
Safelite US,na-dev,bel-na-sfl-realestatefacility-exp-v1-dev,UNDEPLOYED,0.1,2023-01-26 10:43:52.816000,0
C4E,na-dev,oauth-policy-test-api,UNDEPLOYED,0.1,2023-01-26 06:22:08.887000,0
Finance,na-test,bel-na-gbl-bip-report-ofcf-sys-v2-tst,STARTED,0.1,2023-02-09 14:01:20.918000,132
Customer,na-test,bel-na-gbl-sfdc-work-order-sys-v2-tst,UNDEPLOYED,0.1,2023-01-30 08:35:06.514000,0
Safelite US,na-dev,bel-na-sfl-batcheft-exp-v1-dev,UNDEPLOYED,0.1,2023-01-26 10:50:40.269000,0
C4E,na-dev,bel-na-c4e-metrics-toolkit-exp-v1-dev,STARTED,0.2,2023-01-26 12:50:41.172000,7231
Customer,na-test,bel-na-gbl-sfdc-job-work-order-sys-v2-tst,STARTED,0.1,2023-02-16 13:43:20.387000,17
Finance,na-test,bel-na-gbl-ap-remittance-prc-v1-tst,STARTED,0.1,2023-02-16 09:12:22.218000,6
Safelite US,na-dev,bel-na-sfl-okta-sys-v1-dev,STARTED,0.1,2023-01-26 11:02:55.535000,0
C4E,na-dev,bel-na-c4e-demo-pipeline101-exp-v1-dev,UNDEPLOYED,0.1,2023-01-26 13:02:24.196000,0
Customer,na-test,bel-na-sfl-subscriber-payments-prc-v1-tst,STARTED,0.1,2023-02-09 14:21:22.245000,63
Finance,na-test,bel-na-gbl-collection-notes-prc-v1-tst,STARTED,0.1,2023-01-25 09:55:31.778000,0
Safelite US,na-dev,bel-na-sfl-eft-sys-v1-dev,STARTED,0.1,2023-01-26 11:21:10.928000,0
C4E,na-dev,bel-na-c4e-imdm-location-exp-v1-dev,UNDEPLOYED,0.1,2023-01-26 14:22:09.531000,0
Finance,na-test,bel-na-gbl-open-ar-prc-v1-tst,STARTED,0.1,2023-01-25 10:07:19.163000,0
Safelite US,na-dev,bel-na-sfl-safelitebatch-exp-v1-dev,STARTED,0.1,2023-01-26 11:31:29.793000,702
C4E,na-dev,bel-na-c4e-gitlab-variables-exp-v1-dev,STARTED,0.1,2023-01-26 15:03:35.832000,0
Finance,na-test,activemq-fin-tst,STARTED,0.1,2023-02-16 12:16:10.184000,9
Safelite US,na-dev,email-notifications-framework,UNDEPLOYED,0.1,2023-01-26 11:33:24.596000,0
C4E,na-dev,bel-na-c4e-platform-app-monitor-exp-v1-dev,STARTED,0.1,2023-01-26 15:25:30.574000,210
Finance,na-test,bel-na-gbl-fx-rate-refnv-sys-v1-tst,STARTED,0.1,2023-01-25 12:14:28.801000,248
Safelite US,na-dev,bel-na-sfl-biww-sys-v1-dev,UNDEPLOYED,0.1,2023-01-26 11:46:29.649000,0
C4E,na-dev,bel-na-c4e-imdm-product-exp-v1-dev,STARTED,0.1,2023-01-26 16:40:14.825000,0
Finance,na-test,bel-na-gbl-credit-manager-prc-v1-tst,STARTED,0.1,2023-01-31 09:42:59.581000,0
Safelite US,na-dev,bel-na-sfl-realestatefacility-prc-v1-dev,STARTED,0.1,2023-01-26 13:18:50.060000,0
C4E,na-dev,bel-na-c4e-pipeline-test-exp-dev,UNDEPLOYED,0.1,2023-01-26 16:54:03.149000,0
Finance,na-test,bel-na-gbl-credit-issuer-prc-v1-tst,STARTED,0.1,2023-01-31 09:43:21.743000,7
Safelite US,na-dev,bel-na-sfl-purchaseorder-prc-v1-dev,STARTED,0.2,2023-01-26 13:31:47.368000,0
Customer,na-dev,bel-na-gbl-sfdc-shifts-sys-v1-dev,STARTED,0.1,2023-01-24 09:56:43.274000,4
C4E,na-dev,bel-na-c4e-fsl-techassigned-prc-v1-dev,UNDEPLOYED,0.1,2023-01-26 17:14:45.704000,0
Finance,na-test,bel-na-gbl-fx-rate-prc-v1-tst,STARTED,0.1,2023-01-25 13:01:11.135000,31
Safelite US,na-dev,bel-na-sfl-vanguard-sys-v1-dev,UNDEPLOYED,0.1,2023-01-26 13:31:32.248000,0
Customer,na-dev,bel-na-gbl-int-exp-v1-dev,UNDEPLOYED,0.1,2023-01-24 10:05:41.675000,0
C4E,na-dev,bel-na-c4e-fsl-techassignment-prc-v1-dev,UNDEPLOYED,0.1,2023-01-26 17:33:03.521000,0
Finance,na-test,bel-na-gbl-invoices-ofcf-sys-v1-tst,STARTED,0.1,2023-02-10 14:19:24.390000,10912
Safelite US,na-dev,bel-na-sfl-alight-sys-v1-dev,STARTED,0.1,2023-02-13 08:17:33.261000,495
Customer,na-dev,bel-na-gbl-int-exp-v2-dev,UNDEPLOYED,0.1,2023-01-24 10:17:19.599000,0
C4E,na-dev,bel-na-gbl-event-publisher-exp-v1-dev,STARTED,0.1,2023-01-26 18:38:51.829000,201703
Finance,na-test,bel-na-sfl-fdrl-reserve-prc-v1-tst,STARTED,0.1,2023-02-14 06:09:32.473000,0
Safelite US,na-dev,bel-na-sfl-origami-sys-v1-dev,UNDEPLOYED,0.1,2023-01-26 13:58:15.500000,0
Customer,na-dev,bel-na-gbl-subscriber-products-prc-v1-dev,STARTED,0.1,2023-02-04 07:32:16.831000,7
C4E,na-dev,bel-na-c4e-imdm-location-sys-v1-dev,STARTED,0.1,2023-01-26 19:02:49.449000,2
Finance,na-test,bel-na-gbl-ap-invoice-prc-v1-tst,STARTED,0.1,2023-02-16 20:27:32.323000,1923
Safelite US,na-dev,bel-na-sfl-paylogix-sys-v1-dev,UNDEPLOYED,0.1,2023-01-26 14:07:44.299000,0
Customer,na-dev,bel-na-gbl-int-exp-v3-dev,STARTED,0.1,2023-01-24 11:14:45.102000,2
C4E,na-dev,bel-na-c4e-pipeline-test301-exp-v1-dev,STARTED,0.1,2023-01-26 19:14:03.636000,0
Finance,na-test,bel-na-gbl-ledger-balance-prc-v1-tst,STARTED,0.1,2023-02-13 11:01:56.824000,118
Safelite US,na-dev,bel-na-sfl-tango-sys-v1-dev,UNDEPLOYED,0.1,2023-02-07 18:28:10.125000,3
Customer,na-dev,bel-na-esl-schdule-exp-v1-dev,UNDEPLOYED,0.1,2023-01-24 11:21:29.033000,0
C4E,na-dev,belron-api-template-v1-dev,UNDEPLOYED,0.1,2023-01-26 19:48:44.733000,0
Finance,na-test,bel-na-gbl-bulk-process-aplan-sys-v1-tst,STARTED,0.1,2023-01-25 13:57:01.988000,472
Customer,na-dev,bel-na-gbl-sfdc-eventbus-sys-v1-dev,UNDEPLOYED,0.1,2023-01-24 11:43:10.789000,0
Safelite US,na-dev,bel-na-sfl-imagewear-sys-v1-dev,UNDEPLOYED,0.1,2023-01-26 14:28:54.672000,0
C4E,na-dev,bel-na-c4e-hello-world-1234-exp-v1-dev,UNDEPLOYED,0.1,2023-01-26 19:55:22.197000,0
Finance,na-test,bel-na-gbl-lease-management-prc-v1-tst,STARTED,0.1,2023-02-07 15:32:10.084000,11337
Customer,na-dev,bel-na-gbl-sfdc-work-order-sys-v1-dev,UNDEPLOYED,0.1,2023-01-24 11:53:19.108000,0
Safelite US,na-dev,bel-na-sfl-realestatemgmt-prc-v1-dev,STARTED,0.1,2023-01-26 14:41:25.587000,0
C4E,na-dev,bel-na-c4e-devops-test-exp-v1-dev,UNDEPLOYED,0.1,2023-01-26 20:40:06.812000,0
Finance,na-test,bel-na-gbl-banks-ofcf-sys-v1-tst,STARTED,0.1,2023-01-25 14:58:44.752000,0
Customer,na-dev,bel-na-gbl-sfdc-location-sys-v1-dev,UNDEPLOYED,0.1,2023-01-24 12:35:33.737000,0
Safelite US,na-dev,bel-na-sfl-batchrealestatemgmt-exp-v1-dev,UNDEPLOYED,0.1,2023-01-26 14:54:37.895000,0
C4E,na-dev,bel-na-gbl-amq-console-exp-v1-dev,STARTED,0.1,2023-02-14 10:35:23.692000,10088
Finance,na-test,bel-na-gbl-customer-extract-sys-v1-tst,STARTED,0.1,2023-01-26 17:20:22.264000,30
Customer,na-dev,bel-na-gbl-sfdc-appointment-sys-v1-dev,UNDEPLOYED,0.1,2023-01-24 13:24:41.601000,0
Safelite US,na-dev,bel-na-sfl-edflo-sys-v1-dev,UNDEPLOYED,0.1,2023-01-26 16:28:04.749000,0
C4E,na-dev,bel-na-gbl-net-tools-exp-v1-dev,STARTED,0.1,2023-01-26 21:24:57.787000,23
Finance,na-test,bel-na-gbl-supplier-extract-sys-v1-tst,STARTED,0.1,2023-01-25 15:23:24.766000,70
Customer,na-dev,bel-na-gbl-subscriber-locations-prc-v1-dev,UNDEPLOYED,0.1,2023-02-03 07:07:06.600000,104
Safelite US,na-dev,bel-na-sfl-equifax-sys-v1-dev,UNDEPLOYED,0.1,2023-01-26 16:39:40.877000,0
C4E,na-dev,bel-na-gbl-subscriber-products-prc-v2-dev,UNDEPLOYED,0.1,2023-01-26 21:39:28.381000,0
Finance,na-test,bel-na-gbl-inv-claim-prc-v1-tst,STARTED,0.1,2023-02-15 10:34:37.598000,6
Safelite US,na-dev,bel-na-sfl-adp-sys-v1-dev,UNDEPLOYED,0.1,2023-01-26 16:47:42.617000,0
Customer,na-dev,bel-na-gbl-int-exp-v4-dev,UNDEPLOYED,0.1,2023-01-24 13:40:37.619000,0
Finance,na-test,bel-na-gbl-ar-invoice-prc-v1-tst,STARTED,0.1,2023-02-13 11:19:15.894000,53
Safelite US,na-dev,bel-na-sfl-reed-sys-v1-dev,UNDEPLOYED,0.1,2023-01-26 17:02:13.069000,0
Customer,na-dev,bel-na-gbl-service-validate-exp-v1-dev,STARTED,0.1,2023-01-24 13:51:48.589000,0
Finance,na-test,bel-na-gbl-payment-ofcf-sys-v1-tst,STARTED,0.1,2023-01-25 16:09:07.382000,16
C4E,eu-prod,bel-eu-gbl-helloworld-exp-v1-prd,STARTED,0.1,2023-01-28 21:50:41.560000,0
Customer,na-dev,bel-na-gbl-sfdc-motorist-sys-v1-dev,UNDEPLOYED,0.1,2023-01-24 14:28:24.020000,0
Safelite US,na-dev,bel-na-sfl-scheduler-oms-v1-dev,UNDEPLOYED,0.1,2023-01-26 17:15:56.603000,0
Finance,na-test,bel-na-gbl-receipt-ofcf-sys-v1-tst,STARTED,0.1,2023-02-16 15:44:29.254000,358
C4E,eu-prod,bel-eu-gbl-helloworld-prc-v1-prd,STARTED,0.1,2023-01-28 21:59:59.777000,0
Customer,na-dev,bel-na-sfl-sv2-communication-sys-v1-dev,STARTED,0.1,2023-01-24 14:36:14.770000,24
Safelite US,na-dev,bel-na-sfl-oms-callback-exp-v1-dev,UNDEPLOYED,0.1,2023-01-26 19:32:20.889000,0
Finance,na-test,bel-na-gbl-customer-ofcf-sys-v1-tst,STARTED,0.1,2023-02-10 14:28:41.201000,212
C4E,eu-prod,bel-eu-gbl-helloworld-sys-v1-prd,STARTED,0.1,2023-01-28 22:12:13.742000,0
Customer,na-dev,bel-na-gbl-sfdc-workorder-sys-v1-dev,UNDEPLOYED,0.1,2023-01-24 14:51:39.688000,0
Safelite US,na-dev,bel-na-sfl-sqs-sys-v1-dev,STARTED,0.1,2023-01-26 19:49:39.651000,188
Finance,na-test,bel-na-gbl-voucher-status-prc-v1-tst,STARTED,0.1,2023-02-07 09:54:30.989000,3
C4E,eu-prod,bel-eu-c4e-amazon-exp-v1-prod,STARTED,0.1,2023-01-29 03:27:56.377000,0
Customer,na-dev,bel-na-sfl-esl-updates-sys-v1-dev,STARTED,0.1,2023-01-24 15:19:10.340000,2748
Safelite US,na-dev,bel-na-sfl-promotions-exp-v1-dev,UNDEPLOYED,0.1,2023-01-26 19:55:42.734000,0
Finance,na-test,bel-na-gbl-pay-after-prc-v1-tst,STARTED,0.1,2023-02-13 10:57:28.958000,37
C4E,eu-prod,bel-eu-c4e-pipeline-test-exp-prd,STARTED,0.1,2023-01-28 23:00:01.292000,0
Safelite US,na-dev,bel-na-sfl-communication-prc-v1-dev,STARTED,0.1,2023-01-26 20:07:48.741000,2109
Customer,na-dev,bel-na-sfl-workorder-digital-exp-v1-dev,STARTED,0.1,2023-01-24 15:28:43.152000,0
Finance,na-test,bel-na-gbl-ar-receipts-prc-v1-tst,STARTED,0.1,2023-02-15 09:05:37.443000,45
C4E,eu-prod,bel-eu-c4e-demo-pipeline101-exp-v1-prd,STARTED,0.1,2023-01-28 23:27:40.322000,0
Safelite US,na-dev,bel-na-sfl-edix12validator-exp-v1-dev,STARTED,0.1,2023-01-26 20:42:46.716000,0
Customer,na-dev,bel-na-sfl-sf-workorder-exp-v1-dev,STARTED,0.1,2023-01-24 15:36:26.467000,3440
Finance,na-test,bel-na-gbl-adjust-debitmemo-prc-v1-tst,STARTED,0.1,2023-01-30 11:21:55.130000,32
C4E,eu-prod,bel-eu-gbl-net-tools-exp-v1-prd,STARTED,0.1,2023-01-29 00:43:33.401000,55
Safelite US,na-dev,bel-na-sfl-element-sys-v1-dev,STARTED,0.1,2023-01-30 13:50:52.271000,211
Customer,na-dev,bel-na-gbl-order-prc-v1-dev,STARTED,0.1,2023-02-08 08:26:18.651000,0
Finance,na-test,bel-na-gbl-receipt-upload-prc-v1-tst,STARTED,0.1,2023-02-13 12:16:41.576000,140
C4E,eu-prod,bel-eu-c4e-pipeline-test-exp-v1-prd,STARTED,0.1,2023-01-29 01:17:50.683000,0
Safelite US,na-dev,bel-na-sfl-partsseldigital-exp-v1-dev,STARTED,0.1,2023-01-26 20:51:20.047000,0
Customer,na-dev,bel-na-sfl-workorder-digital-prc-v1-dev,STARTED,0.1,2023-01-24 15:56:24.765000,5169
Finance,na-test,bel-na-gbl-adjustments-upload-prc-v1-tst,STARTED,0.1,2023-02-14 05:53:10.534000,31
C4E,eu-prod,bel-eu-c4e-pipeline-test1-exp-v1-prd,STARTED,0.1,2023-01-29 01:55:20.090000,0
Safelite US,na-dev,bel-na-sfl-partsselection-prc-v1-dev,UNDEPLOYED,0.1,2023-01-26 20:52:52.462000,0
Customer,na-dev,bel-na-sfl-subscriber-punches-prc-v1-dev,STARTED,0.1,2023-01-24 16:24:43.019000,0
Finance,na-test,bel-na-gbl-adjustments-ofcf-sys-v1-tst,STARTED,0.1,2023-01-17 12:09:59.482000,56
Safelite US,na-dev,digital-wom-prc-api,UNDEPLOYED,0.1,2023-01-26 21:04:30.600000,0
Customer,na-dev,bel-na-sfl-krns-punches-sys-v1-dev,UNDEPLOYED,0.1,2023-01-24 16:39:11.720000,0
Finance,na-test,bel-na-gbl-general-ledger-ofcf-sys-v1-tst,STARTED,0.1,2023-02-01 12:47:49.670000,28
C4E,na-uat,bel-na-gbl-event-publisher-exp-v1-uat,STARTED,0.1,2023-01-26 21:31:10.335000,70743
Customer,na-dev,bel-na-sfl-fsl-orderupdates-prc-v1-dev,STARTED,0.1,2023-01-24 16:59:00.927000,2903
Safelite US,na-dev,digital-wom-prc-api-new-temp,UNDEPLOYED,0.1,2023-01-26 21:09:57.143000,0
Finance,na-test,bel-na-gbl-subscriber-ap-inv-prc-v1-tst,STARTED,0.1,2023-02-15 13:31:35.154000,274
Customer,na-dev,bel-na-gbl-sfdc-motorist-sys-v2-dev,STARTED,0.1,2023-02-04 10:21:06.763000,6
Safelite US,na-dev,bel-na-sfl-vehicleseldigital-exp-v1-dev,STARTED,0.1,2023-01-26 21:26:11.957000,0
Finance,na-test,bel-na-gbl-imdm-motorist-sys-v1-tst,STARTED,0.1,2023-02-07 09:22:00.980000,0
Customer,na-dev,bel-na-sfl-order-prc-v1-dev,STARTED,0.1,2023-02-08 08:27:43.036000,11418
Safelite US,na-dev,bel-na-sfl-vehicleseldigital-prc-v1-dev,STARTED,0.1,2023-01-26 21:29:57.645000,0
C4E,apac-prod,bel-apac-c4e-amazon-exp-v1-prd,STARTED,0.1,2023-01-28 12:49:12.784000,0
Finance,na-test,bel-na-gbl-account-enrich-prc-v1-tst,STARTED,0.1,2023-02-15 08:09:49.172000,0
Customer,na-dev,bel-na-sfl-gqi-prc-v1-dev,STARTED,0.1,2023-01-24 17:52:53.198000,277
Safelite US,na-dev,bel-na-sfl-userfeedutility-prc-v1-dev,UNDEPLOYED,0.1,2023-01-26 21:40:07.842000,0
C4E,apac-prod,bel-apac-c4e-helloworld-exp-v1-prd,UNDEPLOYED,0.1,2023-01-28 12:54:12.553000,0
Finance,na-test,bel-na-gbl-imdm-accounts-sys-v1-tst,STARTED,0.1,2023-02-10 13:53:26.425000,0
Customer,na-dev,bel-na-gbl-sfdc-job-work-order-sys-v1-dev,UNDEPLOYED,0.1,2023-01-24 18:00:35.914000,0
C4E,apac-prod,bel-apac-c4e-helloworld-prc-v1-prd,STARTED,0.1,2023-01-28 13:13:05.521000,0
Safelite US,na-dev,bel-na-sfl-locations-prc-v1-dev,UNDEPLOYED,0.1,2023-01-26 21:52:08.518000,0
Finance,na-test,bel-na-gbl-subscriber-customers-prc-v1-tst,STARTED,0.1,2023-02-10 14:10:07.279000,0
Customer,na-dev,bel-na-sfl-service-tracker-sys-v1-dev,STARTED,0.1,2023-01-24 19:50:42.646000,3300
C4E,apac-prod,bel-apac-c4e-helloworld-sys-v1-prd,STARTED,0.1,2023-01-28 13:20:21.336000,0
Safelite US,na-dev,bel-na-sfl-notification-prc-v1-dev,STARTED,0.1,2023-01-26 22:04:33.287000,0
